permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
/organization/unveil-technologies-2,Unveil Technologies,http://www.unveil.com,Contact Centers|Services|Technology,14000000,closed,USA,MA,Boston,Waltham,2,,2003-05-28,2004-06-15
/organization/unyqe,Unyqe,http://www.unyqe.com,Apps|iPhone|Mobile|Software,35000,closed,SYC,8,Seychelles,Victoria,1,2011-11-10,2011-10-23,2011-10-23
/organization/upclique,Upclique,http://www.upclique.com,Education,350000,closed,USA,OH,Cleveland,Cleveland,1,2011-02-01,2012-01-01,2012-01-01
/organization/upcompany,UpCompany,http://www.rakedin.com,Curated Web,5730000,closed,USA,,,,1,2008-01-01,2009-09-25,2009-09-25
/organization/upmo,UpMo,http://www.upmo.com,Career Management|Employment|Enterprise Software|Human Resources|Networking|Search,3700000,closed,USA,CA,SF Bay Area,Mountain View,2,2011-01-01,2009-12-13,2011-08-17
/organization/upr-online,UPR-Online,http://www.upr-online.com,Curated Web|Nonprofits|Web Development,-,closed,IRL,7,Dublin,Dublin,1,,2008-01-01,2008-01-01
/organization/uprace,UpRace,http://www.uprace.com,Networking|Social Media,-,closed,USA,MA,Boston,Boston,1,2010-06-01,2010-07-01,2010-07-01
/organization/upsido,UPSIDO.com,http://upsido.com,Finance|SaaS|Stock Exchanges,320000,closed,DNK,17,DNK - Other,Kongens Lyngby,1,2007-07-02,2008-01-01,2008-01-01
/organization/upstart-industries,Upstart Industries (Vantage),http://www.upstartindustries.com,Project Management|Software|Startups,497608,closed,CAN,NS,Halifax,Halifax,1,2010-01-01,2010-05-01,2010-05-01
/organization/uptake,Uptake,,Search|Travel,18781724,closed,USA,CA,SF Bay Area,Palo Alto,4,2008-01-01,2006-11-21,2010-09-01
/organization/upviral,UpViral,http://upviral.com,All Markets|Business Services|Enterprises,600000,closed,,,,,1,2015-01-01,2015-10-26,2015-10-26
/organization/uranium-energy,Uranium Energy,http://uraniumenergy.com,Clean Technology,20000000,closed,USA,TX,Corpus Christi,Corpus Christi,1,,2013-07-31,2013-07-31
/organization/urban-metrics,Urban Metrics,http://urbanigo.com,Curated Web|Ediscovery|Entertainment|Local|Social Media,-,closed,USA,CA,SF Bay Area,San Francisco,1,2010-11-01,2011-01-01,2011-01-01
/organization/urbanpixel,Urbanpixel,,,-,closed,,,,,1,,2001-06-05,2001-06-05
/organization/urbster,Urbster,http://urbster.com,Curated Web|Messaging|Mobile,-,closed,,,,,1,2010-08-01,2010-08-01,2010-08-01
/organization/urgent-group,Urgent Group,http://urgentgroup.com,Finance|FinTech,400000,closed,USA,NY,New York City,New York,1,2007-01-01,2010-03-01,2010-03-01
/organization/urgift,UrGift,http://www.urgift.in,E-Commerce|Gift Card|Mobile|Social Network Media,203313,closed,USA,CA,Ontario - Inland Empire,Walnut,2,2012-01-01,2012-07-01,2013-04-01
/organization/urtak,Urtak,http://blog.urtak.com/2013/goodbye-for-now/,Curated Web|Finance|Messaging|Polling|Surveys|Weddings,512000,closed,USA,NY,New York City,New York,2,2008-01-01,2011-07-01,2012-01-11
/organization/urturn,urturn,http://www.urturn.com,Curated Web|Internet|Messaging|Social Media,13400000,closed,CHE,23,Lausanne,Lausanne,1,2012-01-31,2013-05-22,2013-05-22
/organization/us-dry-cleaning-services,US Dry Cleaning Services,http://sdrycleaning.com,Curated Web,9100000,closed,USA,CA,Anaheim,Newport Beach,1,2005-01-01,2011-09-23,2011-09-23
/organization/us-primate-rescue-inc,US Primate Rescue Inc.,http://USPrimaterescue.webs.com,Animal Feed|Databases|Security,50000,closed,USA,IN,South Bend,Syracuse,1,2009-05-01,2008-01-01,2008-01-01
/organization/us-shuttle-of-boston,US Shuttle of Boston,,,-,closed,USA,MA,Boston,Chelsea,1,1998-01-01,1999-01-01,1999-01-01
/organization/us-st-construction-material-intl,US-ST Construction Material Int'l.,http://stmaterialconstruction.com,Manufacturing,1366682,closed,USA,CA,Los Angeles,Pasadena,1,,2011-12-21,2011-12-21
/organization/use-it-better,Use It Better,http://www.useitbetter.com,Analytics|Cloud Computing|Media|SaaS|Software|Startups|Usability|User Experience Design,40000,closed,POL,82,Gdansk,Gdansk,1,2009-11-01,2012-07-01,2012-07-01
/organization/user1st,User1st,http://www.user1st.com/,Internet|Software,1000000,closed,ISR,5,Tel Aviv,Tel Aviv,1,2012-01-01,2012-01-01,2012-01-01
/organization/usermojo,UserMojo,http://www.usermojo.com,Analytics|Finance,18000,closed,USA,MA,Boston,Cambridge,1,2010-03-01,2010-03-01,2010-03-01
/organization/usgift,USgift,,,22000000,closed,USA,GA,Atlanta,Atlanta,1,1999-01-01,1999-12-02,1999-12-02
/organization/uspixel-technologies,USPixel Technologies,,Personalization|Printing|Small and Medium Businesses,50000,closed,,,,,1,2011-12-01,2012-10-01,2012-10-01
/organization/utilicase,UTILICASE,http://www.utilicase.com,Clean Technology,5000000,closed,CAN,QC,Montreal,Montréal,1,1994-01-01,2011-02-11,2011-02-11
/organization/utilicom-networks,Utilicom Networks,http://www.utilicomnetworks.com/,Networking,100000000,closed,USA,TN,Nashville,Franklin,1,,2000-12-02,2000-12-02
/organization/utility-scale-solar,Utility Scale Solar,http://utilityscalesolar.com/Home_Page.html,Clean Technology,1100000,closed,USA,CA,SF Bay Area,Palo Alto,1,,2010-06-08,2010-06-08
/organization/utoopia,utoopia,http://www.utoopia.com,E-Commerce|Reviews and Recommendations,100000,closed,USA,MA,Boston,Boston,1,2007-03-01,2007-03-01,2007-03-01
/organization/utterz,Utterz,http://utterz.com,Audio|Blogging Platforms|Mobile,4000000,closed,USA,MA,Boston,Maynard,1,2007-09-17,2007-09-01,2007-09-01
/organization/v-cube-japan,V-cube Japan,http://jp.vcube.com,Messaging,-,closed,JPN,40,Tokyo,Tokyo,1,1998-10-01,2009-11-17,2009-11-17
/organization/vaccsys,Vaccsys,http://www.vaccsys.com,Biotechnology,9000000,closed,USA,WA,Seattle,Seattle,1,,2008-06-20,2008-06-20
/organization/valence-technology,Valence Technology,http://www.valence.com,Manufacturing,1000000,closed,USA,TX,Austin,Austin,1,1989-01-01,2010-03-10,2010-03-10
/organization/valet-2,Valet,http://www.valet.io/,Charity|Internet|Non Profit,5000,closed,USA,NY,New York City,New York,1,,2013-07-27,2013-07-27
/organization/valley-proteins,Valley Proteins,http://www.valleyproteins.com/,Environmental Innovation|Services,10000000,closed,USA,VA,VA - Other,Winchester,1,,2004-06-25,2004-06-25
/organization/vallie,Vallie,http://www.vallie.co.uk,,20000000,closed,,,,,1,2015-07-15,2015-02-02,2015-02-02
/organization/valocor-therapeutics,Valocor Therapeutics,http://www.valocor.com,Biotechnology,-,closed,CAN,BC,Vancouver,Vancouver,1,2008-01-01,2010-05-25,2010-05-25
/organization/valopes,VALOPES,http://www.valopes.com,Enterprise Resource Planning|Enterprises|Services,40000,closed,CHL,12,Santiago,Santiago,1,2015-05-12,2015-03-03,2015-03-03
/organization/valuecrates,ValueCrates,https://www.valuecrates.com,Transportation,50000,closed,USA,VA,"Washington, D.C.",Arlington,1,2014-09-21,2015-09-08,2015-09-08
/organization/valued-investing,Valued Investing,http://valuedinvesting.com/,,-,closed,,,,,1,,2014-10-31,2014-10-31
/organization/valuestar,ValueStar,http://www.valuestar.com,,6050000,closed,USA,CA,SF Bay Area,Oakland,1,,1999-12-10,1999-12-10
/organization/vamo,Vamo,http://vamo.com,Travel,1600000,closed,USA,WA,Seattle,Seattle,1,2012-10-01,2013-07-18,2013-07-18
/organization/vamosinc,Vamosinc,,,-,closed,,,,,1,,2010-08-10,2010-08-10
/organization/vamp-communications,Vamp Communications,http://www.vampcommunications.com,Software,2050000,closed,USA,NC,Raleigh,Durham,2,2010-08-01,2010-08-01,2012-09-25
/organization/vaprema,Vaprema,http://vaperma.com,Clean Technology,40300000,closed,,,,,2,,2007-11-08,2008-12-10
/organization/variation-biotechnologies,Variation Biotechnologies,http://www.variationbiotech.com,,35700000,closed,,,,,1,,2007-01-04,2007-01-04
/organization/vawt-manufacturing,VAWT Manufacturing,http://vawtmfg.com,Manufacturing,1000000,closed,USA,TX,Dallas,Mckinney,1,,2011-01-05,2011-01-05
/organization/vc-vision,VC VISION,http://www.vcvision.net,Business Services|Consulting|Incubators|Startups|Venture Capital,3500000,closed,USA,NY,New York City,New York,1,2009-10-24,2011-02-09,2011-02-09
/organization/vchatter,vChatter,http://www.vchatter.com,Chat|Facebook Applications|Messaging|Real Time|Video,600000,closed,USA,CA,SF Bay Area,Menlo Park,2,2010-05-30,2010-09-02,2011-01-23
/organization/vcv,VCV,http://vcv.ru/,Recruiting,1000000,closed,RUS,48,Moscow,Moscow,1,,2012-07-01,2012-07-01
/organization/vdolg,Vdolg,http://vdolg.ru/,Financial Services,2000000,closed,RUS,48,Moscow,Moscow,1,,2013-02-01,2013-02-01
/organization/veebox,Veebox,http://www.veebox.com,Curated Web|Messaging,100000,closed,USA,CA,Los Angeles,Santa Monica,1,2008-10-01,2008-10-01,2008-10-01
/organization/veeda,Veeda,http://veedda.com,Content|Curated Web|Personalization|Semantic Web,-,closed,ISR,5,Tel Aviv,Tel Aviv,1,2007-10-01,2008-08-01,2008-08-01
/organization/vegibox-com,TheVegibox.com,http://www.thevegibox.com,E-Commerce|Local|Subscription Businesses,32155,closed,GBR,F2,Lymington,Lymington,1,2011-11-01,2012-10-30,2012-10-30
/organization/venaxis,Venaxis,http://venaxis.com,Diagnostics|Health Care|Medical Devices,18400000,closed,USA,CO,Denver,Castle Rock,1,1998-01-01,2014-04-09,2014-04-09
/organization/vendly,Vendly,http://vend.ly/download,Mobile|Social Media,200000,closed,CHL,12,Santiago,Santiago,1,2012-03-07,2013-01-27,2013-01-27
/organization/vendorshop,VendorShop,http://www.vendorshopsocial.com/,E-Commerce|Networking|Social Commerce|Social Media,559904,closed,IRL,7,Dublin,Dublin,2,2010-09-15,2011-06-05,2012-01-20
/organization/venomtech-limited,Venomtech Limited,,,539168.45532129,closed,,,,,1,,2015-02-21,2015-02-21
/organization/ventrix-2,Ventrix,http://www.ventrix.com.br,Biotechnology|Health Care|Medical,1877275,closed,,,,,1,2005-01-01,2015-01-01,2015-01-01
/organization/ventureapp-2,VENTUREAPP,http://www.ventureapp.com/,Apps|Services,2000000,closed,USA,MA,Boston,Cambridge,1,,2015-07-01,2015-07-01
/organization/venuetastic,Venuetastic,http://venuetastic.com,Curated Web,-,closed,USA,CA,SF Bay Area,San Francisco,1,2010-12-01,2011-04-20,2011-04-20
/organization/venuzle-com,Venuzle.com,http://venuzle.at,Enterprise Software|Local Search|Marketplaces|Online Reservations|SaaS|Sports,353586.534667675,closed,AUT,6,Graz,Graz,2,2013-01-01,2014-01-01,2014-06-16
/organization/veolia-water-maroc,Veolia Water Maroc,http://www.veoliawater.com,Services|Water,10100000,closed,,,,,1,,2005-06-22,2005-06-22
/organization/verafin,Verafin,http://www.verafin.com,Security,65500000,closed,CAN,NL,St. John's,St. John's,2,2003-01-01,2009-09-14,2014-05-15
/organization/verari-systems,Verari Systems,http://www.verari.com,Enterprise Software,47275000,closed,USA,CA,San Diego,San Diego,3,1996-01-01,2003-06-02,2007-06-05
/organization/veratect,Veratect,http://www.veratect.com,Biotechnology,4200000,closed,USA,WA,Seattle,Kirkland,1,,2009-10-06,2009-10-06
/organization/verecho-inc,Verecho Inc.,http://www.verecho.com,Information Technology,-,closed,USA,CA,SF Bay Area,Mountain View,1,2015-04-01,2015-07-31,2015-07-31
/organization/vericar,veriCAR,http://vericar.in,Automotive,-,closed,,,,,1,2009-01-01,2009-08-13,2009-08-13
/organization/verication,Verication,,,-,closed,,,,,1,,2004-09-29,2004-09-29
/organization/verious,Verious,http://www.Verious.com,Android|Apps|iOS|Mobile|Services|Web Development,800000,closed,USA,CA,SF Bay Area,San Carlos,1,2011-01-03,2011-05-30,2011-05-30
/organization/verisante-technology,Verisante Technology,http://verisante.com,Hardware + Software,1100000,closed,CAN,BC,Vancouver,Vancouver,1,2006-01-01,2013-11-14,2013-11-14
/organization/versatel-networks,Versatel Networks,http://www.versatelnetworks.com/,Service Providers|Telecommunications|VoIP,8455968.3634037,closed,,,,,1,,2005-09-16,2005-09-16
/organization/verse-2,Verse,https://joinverse.com/,Payments|SaaS|Services,1400000,closed,,,,,1,2015-02-01,2015-08-15,2015-08-15
/organization/versonics,Versonics,,Audio|Media|Startups|Video,298695,closed,,,,,1,,2009-02-20,2009-02-20
/organization/versura,Versura,http://www.versura.com/,Education|Online Identity|Service Providers,5000000,closed,,,,,1,,2001-08-03,2001-08-03
/organization/vertascale,Vertascale,http://vertascale.com/,Big Data Analytics|Business Intelligence|Databases|Enterprise Software|Search,-,closed,USA,CA,SF Bay Area,Menlo Park,1,,2012-01-01,2012-01-01
/organization/verteq,Verteq,http://www.verteq.com,,23055247,closed,USA,CA,"Orange County, California",Santa Ana,2,1985-01-01,1999-02-05,2002-11-20
/organization/vertical-wind-energy,Vertical Wind Energy,http://www.vweltd.com,Clean Technology,1285623,closed,GBR,I7,Newcastle,Newcastle Upon Tyne,1,,2010-11-15,2010-11-15
/organization/verticals-ondemand,Verticals onDemand,http://www.verticalsondemand.com/,SaaS,4000000,closed,USA,CA,SF Bay Area,Pleasanton,2,,2007-03-27,2008-06-17
/organization/vessix,Vessix,http://www.vessix.com,Software,1050000,closed,USA,CO,Denver,Denver,2,2011-01-01,2012-09-11,2015-11-20
/organization/vestiage,Vestiage,http://www.vestiageinc.com/,Health and Wellness,10000000,closed,USA,CA,Anaheim,Newport Beach,1,,2014-06-26,2014-06-26
/organization/veterancentral-com,VeteranCentral.com,http://www.veterancentral.com,DOD/Military|Social Media,150000,closed,USA,DC,"Washington, D.C.",Washington,1,2011-12-15,2011-06-15,2011-06-15
/organization/veterati,Veterati,http://www.veterati.com,,-,closed,,,,,1,2015-01-01,2015-09-01,2015-09-01
/organization/via-optronics,Via optronics,http://www.via-optronics.com/,Hardware + Software,5380000,closed,DEU,2,DEU - Other,Schwarzenbruck,1,,2010-06-23,2010-06-23
/organization/via-pharmaceuticals,VIA Pharmaceuticals,http://www.viapharmaceuticals.com,Biotechnology,13201397,closed,,,,,2,,2009-03-13,2010-11-17
/organization/viacast-network-systeams,Viacast Network Systeams,,Information Technology|Services|Systems,5000000,closed,,,,,1,1996-11-01,1999-04-01,1999-04-01
/organization/viacor,Viacor,http://www.viacorinc.com,Health Care,19009671,closed,USA,MA,Boston,Wilmington,3,1999-12-01,2002-09-12,2010-11-10
/organization/viacycle,viaCycle,http://www.viacycle.com,Hardware + Software|Mobile|Mobility|Transportation,-,closed,USA,GA,Atlanta,Atlanta,1,2010-05-01,2012-06-01,2012-06-01
/organization/viahero,ViaHero,http://www.viahero.com,,25000,closed,,,,,1,2015-05-29,2015-12-01,2015-12-01
/organization/viajo-com,Viajo.com,,,-,closed,ARG,7,Buenos Aires,Buenos Aires,1,,2001-07-09,2001-07-09
/organization/viamericas,Viamericas,http://viamericas.com,E-Commerce,6000000,closed,USA,MD,"Washington, D.C.",Bethesda,1,1999-01-01,2014-05-04,2014-05-04
/organization/viap,VIAP,http://www.viap.tv,Software,850000,closed,,,,,2,2010-08-01,2011-04-01,2011-09-01
/organization/viathan-corp,Viathan Corp.,http://www.viathan.com,,23500000,closed,USA,WA,Seattle,Seattle,2,1999-02-01,1999-11-30,2000-09-24
/organization/viaziz-scam,Viaziz Scam,http://www.viazizscam.com,Auctions|E-Commerce|Internet,2500,closed,,,,,1,2011-11-08,2011-11-08,2011-11-08
/organization/vibrant-commercial-technologies,Vibrant Commercial Technologies,http://vibrantcommerce.com,Software,6750000,closed,USA,MD,Baltimore,Owings Mills,1,2006-01-01,2011-04-21,2011-04-21
/organization/vibrow,Vibrow,http://vibrow.com,Browser Extensions|Curated Web,300000,closed,RUS,75,Novosibirsk,Tomsk,1,2010-01-10,2010-06-10,2010-06-10
/organization/vicino,Vicino,http://vicino.com,Social Media,600000,closed,USA,CA,Los Angeles,Santa Monica,1,2012-03-01,2013-01-01,2013-01-01
/organization/vida-software,VIDA Software,http://www.vida-software.com,Software,592000,closed,ESP,56,Barcelona,Barcelona,1,2001-01-01,2005-12-31,2005-12-31
/organization/vidable,Vidable,http://www.vidable.com,Advertising|Classifieds|Local Advertising,1000000,closed,USA,NV,Reno - Sparks,Carson City,1,,2011-08-15,2011-08-15
/organization/videmic-gmbh,videmic GmbH,https://www.videmic.de,Android|Apps|Messaging|Mobile|Peer-to-Peer|Video,275356,closed,DEU,16,Berlin,Berlin,1,2014-12-22,2014-01-01,2014-01-01
/organization/video-networks,Video Networks,http://www.vninet.com,E-Commerce,66000000,closed,USA,GA,Atlanta,Atlanta,1,,2000-11-14,2000-11-14
/organization/videofropper,Videofropper,http://www.videofropper.com,Games|Video|Video Streaming,-,closed,IND,28,Kolkata,Kolkata,1,2007-09-19,2008-01-01,2008-01-01
/organization/videonline-communications,Videonline Communications,http://www.videonline.com,Curated Web,12000000,closed,USA,CA,SF Bay Area,Redwood City,1,,2007-02-27,2007-02-27
/organization/videopassports,Video Passports,http://www.videopassports.com,Curated Web,-,closed,USA,CA,SF Bay Area,Palo Alto,1,2007-08-01,2007-01-01,2007-01-01
/organization/videscreen-networks,videScreen Networks,http://www.videscreen.com,Advertising|Content|Curated Web|Distribution|Electronics|Indians|Mobile|Telecommunications|Television|Video,30000,closed,IND,16,Mumbai,Mumbai,1,2010-02-28,2010-01-15,2010-01-15
/organization/vidient,Vidient,http://www.vidient.com,Analytics,12000000,closed,USA,CA,SF Bay Area,Santa Clara,1,2003-01-01,2005-10-18,2005-10-18
/organization/vidiowiki,Vidiowiki,http://vidiowiki.com,Intelligent Systems|Robotics,18885,closed,GBR,U8,Edinburgh,Edinburgh,1,,2012-07-01,2012-07-01
/organization/vidpay,VidPay,http://www.vidpay.com,Advertising|SEO|Video,150000,closed,,,,,1,2008-01-01,2008-01-01,2008-01-01
/organization/vidschool,VidSchool,http://vidschool.com,Curated Web|Digital Media|Education|Teachers|Tutoring|Video,100000,closed,IRL,7,Dublin,Dublin,1,2009-09-15,2009-03-28,2009-03-28
/organization/view2gether,View2Gether,http://www.view2gether.com,Social Media|Television|Video,-,closed,USA,CA,Los Angeles,Los Angeles,1,2009-01-01,2009-04-29,2009-04-29
/organization/viewahead-technology,ViewAhead Technology,,Information Technology|Technology,1500000,closed,,,,,1,,2003-01-27,2003-01-27
/organization/viewceler,Viewceler,,Business Productivity|Productivity Software|Software,6500000,closed,USA,CA,SF Bay Area,Palo Alto,1,2002-01-01,2002-11-19,2002-11-19
/organization/viggo-2,Viggo,http://viggoapp.com/,Apps,17136,closed,,,,,1,,2015-05-16,2015-05-16
/organization/vigil-technologies,Vigil Technologies,http://www.vigiltech.com/,,5500000,closed,,,,,1,,1999-11-22,1999-11-22
/organization/vigno,Vigno,http://vigno.de,E-Commerce|Group Buying|Wine And Spirits,-,closed,DEU,11,Berlin,Potsdam,1,2011-03-03,2011-03-01,2011-03-01
/organization/village-laundry-service,Village Laundry Service,http://www.villagelaundryservice.com,Finance,-,closed,IND,16,Mumbai,Mumbai,2,2008-01-01,2010-01-01,2011-06-21
/organization/villagenetworks,Villagenetworks,http://www.villagenetworks.com,Technology,40000000,closed,USA,NJ,Newark,Eatontown,1,,2000-10-16,2000-10-16
/organization/villagize,Villagize,,,-,closed,,,,,1,,2012-02-27,2012-02-27
/organization/vintela,Vintela,http://vintela.com/,Software,3000000,closed,USA,TN,TN - Other,Utah,1,,2004-07-27,2004-07-27
/organization/violife,VIOlife,http://www.violight.com/,Curated Web,-,closed,USA,NY,New York City,New York,1,2004-01-01,2013-12-16,2013-12-16
/organization/vionlabs,Vionlabs,http://www.vionlabs.com/,Digital Media|Technology,3000000,closed,SWE,26,Stockholm,Stockholm,1,2010-01-01,2015-02-12,2015-02-12
/organization/vip-piano-club,VIP Piano Club,http://vippianoclub.org/,Education,-,closed,USA,NV,Reno - Sparks,Reno,1,2013-01-28,2013-11-28,2013-11-28
/organization/viralytics,Viralytics,http://www.viralytics.com,Biotechnology,27000000,closed,AUS,2,Sydney,Sydney,1,,2014-03-13,2014-03-13
/organization/virax,Virax,http://www.virax.com.au,Biotechnology,3000000,closed,AUS,7,Melbourne,Melbourne,1,,2014-03-24,2014-03-24
/organization/virgance,Virgance,http://www.virgance.com,Apps|Curated Web|Internet|Social Network Media,750000,closed,USA,CA,SF Bay Area,San Francisco,1,2008-05-01,2009-02-20,2009-02-20
/organization/virgent-realty,Virgent Realty,https://virgentrealty.com/,,-,closed,USA,NY,New York City,New York,1,,2015-06-25,2015-06-25
/organization/virgin-mega-usa,Virgin Mega USA,http://virginmegausa.com/,Retail,-,closed,,,,,1,,2014-12-01,2014-12-01
/organization/virgin-play,Virgin Play,http://www.virginplay.es,Games,3860000,closed,ESP,29,Madrid,Madrid,1,1995-01-01,2008-06-10,2008-06-10
/organization/virtual-fairground,Virtual Fairground,http://www.virtualfairground.com,Games|MMO Games|Publishing|Software|Virtual Worlds,4000000,closed,NLD,7,Amsterdam,Amsterdam,1,2008-01-01,2009-02-01,2009-02-01
/organization/virtual-race-bags,Virtual Event Bags,http://www.virtualeventbags.com/,Advertising|Social Media|Software,1550000,closed,USA,NC,Charlotte,Charlotte,2,2010-11-01,2012-04-17,2012-05-30
/organization/virtual-silicon-technology,Virtual Silicon Technology,,Semiconductors,20000000,closed,USA,CA,SF Bay Area,Sunnyvale,1,,2002-02-11,2002-02-11
/organization/virtual-telephone-telegraph,Virtual Telephone & Telegraph,http://www.GeniusRoom.com,Cloud Computing|Collaboration|Enterprise Software|Internet|SaaS,4000000,closed,USA,TX,Dallas,Dallas,2,2006-04-01,2007-09-01,2009-02-08
/organization/virtual-web,Virtual Web,http://www.govirtualweb.com,Advertising,1000000,closed,ISR,2,Tel Aviv,Ra'anana,1,2008-02-01,2008-12-30,2008-12-30
/organization/virtualqube,VirtualQube,http://www.virtualqube.com,Cloud Computing|Information Technology|Small and Medium Businesses|Web Hosting,250000,closed,USA,WA,Seattle,Woodinville,1,,2014-04-24,2014-04-24
/organization/virtualscopics,VirtualScopics,http://www.virtualscopics.com,Biotechnology,6800000,closed,USA,NY,"Rochester, New York",Rochester,2,1990-01-01,2003-02-10,2012-04-18
/organization/virtuoso-branding,Virtuoso Branding,http://www.ngagevb.com/,Services,3674999,closed,,,,,1,2015-01-01,2015-06-22,2015-06-22
/organization/virxsys,VIRxSYS,http://www.virxsys.com,Biotechnology,84814349,closed,USA,MD,"Washington, D.C.",Gaithersburg,4,,2005-10-11,2011-11-10
/organization/viryd-technologies,Viryd Technologies,http://viryd.com,Clean Technology,9812794,closed,USA,TX,Austin,Cedar Park,4,2007-01-01,2007-12-03,2010-12-08
/organization/viseto,viseto,http://www.viseto.com,E-Commerce,-,closed,DEU,2,Munich,Munich,1,2010-09-15,2010-08-01,2010-08-01
/organization/visibillity,Visibillity,http://visibillity.com/,Insurance|Internet|Services,7500000,closed,USA,IL,Chicago,Chicago,1,,2002-04-02,2002-04-02
/organization/visibiz,Visibiz,http://www.visibiz.com,CRM|Social Media|Software,1150000,closed,USA,PA,Philadelphia,Philadelphia,1,2010-01-01,2010-01-01,2010-01-01
/organization/visiprise,Visiprise,http://www.visiprise.com,Software,32000000,closed,USA,GA,Atlanta,Alpharetta,1,1985-01-01,2005-10-17,2005-10-17
/organization/visit,Visit,http://Visit.Care,Health Care|Mobile,500000,closed,,,,,1,2015-05-01,2015-05-01,2015-05-01
/organization/visitorscafe,VisitorsCafe,http://www.visitorscafe.com,Chat|Hardware|Messaging|SaaS|Video Chat,-,closed,USA,NY,New York City,New York,1,2010-04-01,2011-01-01,2011-01-01
/organization/visualnest,Visualnest,http://www.TrySubstance.com,Enterprise Software|Image Recognition,235350,closed,,,,,1,2012-06-01,2012-06-01,2012-06-01
/organization/visure,Visure,,,-,closed,,,,,1,,2005-08-03,2005-08-03
/organization/visuu,Visuu,http://visuu.com,Legal,25000,closed,POL,78,Warsaw,Warsaw,1,2013-01-01,2013-02-01,2013-02-01
/organization/vital-health-data-solutions,Vital Health Data Solutions,http://vitalhealthdatasolutions.com,Electronic Health Records|Health Care|Hospitals,25000,closed,,,,,1,2014-02-10,2014-01-01,2014-01-01
/organization/vital-labs-inc,"Vital Labs, Inc.",http://vitallabs.co,Health Care|Mobile|Therapeutics,3380000,closed,,,,,1,2013-01-01,2015-06-30,2015-06-30
/organization/vitasoft,Vitasoft,http://www.vtsft.ru/,Software,600000,closed,RUS,48,Moscow,Moscow,1,2005-08-01,2012-07-01,2012-07-01
/organization/viva-dengi,Viva Dengi,http://www.vivadengi.ru/,Financial Services,15000000,closed,RUS,48,Moscow,Moscow,1,2011-01-01,2012-05-01,2012-05-01
/organization/viva-vision,Viva Vision,http://www.vivavision.com,Curated Web|Hardware,7000000,closed,USA,CA,San Diego,San Diego,2,1999-01-01,2007-03-08,2008-03-25
/organization/vivacta,Vivacta,http://www.vivacta.com,Health Care|Health Diagnostics,18405538,closed,GBR,G5,Sittingbourne,Sittingbourne,2,1991-01-01,2007-11-28,2010-11-18
/organization/vivaty,Vivaty,http://theremichaelwilson.wordpress.com/2010/10/02/microsoft-bought-vivaty/,Curated Web|Networking,9400000,closed,USA,CA,SF Bay Area,Menlo Park,1,2007-08-01,2007-08-01,2007-08-01
/organization/vivid-restaurant-concepts,Vivid Restaurant Concepts,http://www.vividrc.com/,,3000000,closed,USA,TN,Nashville,Nashville,1,,2007-08-07,2007-08-07
/organization/vivoxid,Vivoxid,http://www.vivoxid.com,Health Care,6230000,closed,FIN,15,Turku,Turku,1,2001-01-01,2005-09-07,2005-09-07
/organization/vizbee,Vizbee,,,-,closed,,,,,1,,2015-06-09,2015-06-09
/organization/vizi-labs,Vizi Labs,http://www.vizilabs.com,Hardware + Software,4300000,closed,,,,,1,,2010-09-27,2010-09-27
/organization/vjive,VJive,http://www.vjive.net,,22600000,closed,,,,,1,,2007-01-04,2007-01-04
/organization/vjsual-yym-media-solutions-gmbh,VJSUAL (YYM Media Solutions GmbH),http://www.vjsual.com,Content|Media|Video,316143,closed,,,,,1,2014-04-28,2014-10-01,2014-10-01
/organization/vmovier,Vmovier,http://www.vmovier.com/,,-,closed,,,,,1,,2014-04-01,2014-04-01
/organization/vocab,Vocab,http://www.vocab.se,Software,331465,closed,SWE,26,Stockholm,Stockholm,1,2002-01-01,2008-06-12,2008-06-12
/organization/vocalizelocal,VocalizeLocal,http://www.vocalizelocal.com,Advertising,40000,closed,USA,NY,New York City,New York,1,,2013-01-07,2013-01-07
/organization/vocalizr,Vocalizr,http://vocalizr.com,Music Services,-,closed,AUS,7,Melbourne,Melbourne,1,2012-10-16,2015-06-01,2015-06-01
/organization/vocalytics,Vocalytics,,Audio|Mobile,59440,closed,IRL,7,Dublin,Dublin,1,,2011-04-30,2011-04-30
/organization/voicegenie-technologies,VoiceGenie Technologies,http://www.voicegenie.com,Computers|Developer APIs|Technology,10000000,closed,,,,,1,,2003-07-28,2003-07-28
/organization/voicendo,Voicendo,http://www.voicendo.com,Audio|Cloud Computing|Mobile|Telecommunications|Telephony|VoIP,-,closed,USA,CA,SF Bay Area,San Francisco,1,2009-01-01,2011-01-03,2011-01-03
/organization/voiceup,VoiceUp,,Alumni,12500,closed,,,,,1,,2015-08-01,2015-08-01
/organization/vois,"VOIS, Inc.",http://www.vois.com,Consulting|Social Media,1000000,closed,USA,FL,Palm Beaches,Boca Raton,2,2006-11-01,2008-02-14,2010-11-23
/organization/volans-i,volans-i,http://www.volans-i.com,B2B Express Delivery|Delivery|Drones|Transportation,-,closed,USA,CA,SF Bay Area,San Francisco,1,2015-01-01,2015-07-15,2015-07-15
